"","platform","year_of_release","genre","publisher","global_sales","critic_score","rating","developer","name","na_sales","eu_sales","jp_sales","other_sales","critic_count","user_score","user_count"
"13069","XOne",2015,"Role-Playing","Deep Silver",0.05,77,"M","InXile Entertainment","Wasteland 2",0.04,0.01,0,0.01,13,7.1,56
"13070","X360",2010,"Shooter","Rising Star Games",0.05,77,NA,"Cave","DoDonPachi Resurrection",0,0.04,0,0.01,10,8.6,16
"13071","PSP",2010,"Adventure","Sony Computer Entertainment",0.05,NA,NA,NA,"Trick x Logic: Season 1",0,0,0.05,0,NA,NA,NA
"13072","DS",2006,"Puzzle","Nintendo",0.05,NA,NA,NA,"Mawashite Tsunageru Touch Panic",0,0,0.05,0,NA,NA,NA
"13073","X360",2010,"Shooter","505 Games",0.05,33,"M","Buka Entertainment, Targem Games","MorphX",0.05,0,0,0,4,6.6,15
"13074","GBA",2003,"Sports","Ignition Entertainment",0.05,NA,NA,NA,"Monster! Bass Fishing",0.04,0.01,0,0,NA,NA,NA
"13075","GBA",2005,"Role-Playing","Atari",0.05,68,"E10+","WayForward","Sigma Star Saga",0.04,0.01,0,0,34,8.2,6
"13076","PSP",2010,"Sports","Tecmo Koei",0.05,NA,NA,NA,"Winning Post 7 2010",0,0,0.05,0,NA,NA,NA
"13077","DS",2010,"Simulation","Ubisoft",0.05,NA,"E","Ubisoft","Imagine Animal Doctor Care Center",0.05,0,0,0,NA,NA,NA
"13078","DS",2007,"Simulation","Ertain",0.05,66,"E","Sonic Powered","Air Traffic Chaos",0.05,0,0,0,8,NA,NA
"13079","PS",2001,"Racing","Ubisoft",0.05,NA,NA,NA,"Batman: Gotham City Racer",0.03,0.02,0,0,NA,NA,NA
"13080","PS4",2015,"Adventure","Telltale Games",0.05,NA,NA,NA,"Game of Thrones (Telltale)",0.04,0,0,0.01,NA,NA,NA
"13081","PS2",2008,"Fighting","Capcom",0.05,NA,NA,NA,"Sengoku Basara X",0,0,0.05,0,NA,NA,NA
"13082","WiiU",2015,"Action","Nordic Games",0.05,NA,NA,NA,"Legend of Kay",0.03,0.02,0,0,NA,NA,NA
"13083","DS",2009,"Simulation","Ubisoft",0.05,NA,"E","Ubisoft Porto Alegre","Imagine: Party Planner",0.05,0,0,0,NA,NA,NA
"13084","DS",2006,"Role-Playing","Sega",0.05,NA,NA,NA,"Doraemon: Nobita no Kyouryuu 2006 DS",0,0,0.05,0,NA,NA,NA
"13085","DS",2007,"Action","Atlus",0.05,71,"E","Noise Factory","Ontamarama",0.05,0,0,0,9,NA,NA
"13086","DS",2007,"Adventure","SNK Playmore",0.05,NA,NA,NA,"DokiDoki Majo Shinpan!",0,0,0.05,0,NA,NA,NA
"13087","PSP",2010,"Misc","Asgard",0.05,NA,NA,NA,"Starry ? Sky: In Spring",0,0,0.05,0,NA,NA,NA
"13088","GBA",2003,"Sports","Electronic Arts",0.05,82,"E","Exient Entertainment","FIFA Soccer 2004",0.04,0.01,0,0,4,7.9,9
"13089","PSP",2004,"Simulation","505 Games",0.05,NA,NA,NA,"Armored Core: Formula Front Extreme Battle",0.05,0,0,0,NA,NA,NA
"13090","PS2",2002,"Racing","Avalon Interactive",0.05,69,"E","SmartDog","Downforce",0.03,0.02,0,0.01,18,NA,NA
"13091","PS2",2009,"Adventure","Prototype",0.05,NA,NA,NA,"Little Busters! Converted Edition",0,0,0.05,0,NA,NA,NA
"13092","DS",2010,"Simulation","Destineer",0.05,NA,"E","Legacy Interactive","Pet Pals: New Leash on Life",0.05,0,0,0,NA,NA,NA
"13093","GC",2002,"Misc","Electronic Arts",0.05,39,"E","Neverland","Disney's Party",0.04,0.01,0,0,6,7.8,5
"13094","PC",2013,"Shooter","Take-Two Interactive",0.05,66,"M","2K Marin","The Bureau: XCOM Declassified",0,0.05,0,0,45,6.5,621
"13095","Wii",2009,"Action","Oxygen Interactive",0.05,53,"E","Gameinvest","Hysteria Hospital: Emergency Ward",0.05,0,0,0,10,NA,NA
"13096","DS",2008,"Shooter","Codemasters",0.05,75,"E","Shin'en","Nanostray 2",0.03,0.01,0,0,23,7.8,8
"13097","DS",2004,"Sports","Konami Digital Entertainment",0.05,NA,NA,NA,"Tennis no Oji-Sama: 2005 Crystal Drive",0,0,0.05,0,NA,NA,NA
"13098","DS",2008,"Role-Playing","Sting",0.05,60,"E10+","Suzak","Dokapon Journey",0.05,0,0,0,16,7,8
"13099","DS",2009,"Role-Playing","Namco Bandai Games",0.05,NA,NA,NA,"Summon Night X: Tears Crown",0,0,0.05,0,NA,NA,NA
"13100","DS",2007,"Strategy","Ubisoft",0.05,NA,NA,NA,"Pawly Pets: My Vet Practice",0,0.05,0,0,NA,NA,NA
"13101","PSP",2007,"Shooter","Ignition Entertainment",0.05,78,"T","Terminal Reality","Metal Slug Anthology",0.02,0,0.02,0.01,26,7.4,25
"13102","Wii",2011,"Adventure","Telltale Games",0.05,66,"T","Iron Galaxy Studios","Back to the Future: The Game",0.05,0,0,0,7,4.1,9
"13103","PS",2001,"Adventure","Pioneer LDC",0.05,NA,NA,NA,"Taiho Shichauzo!",0,0,0.05,0,NA,NA,NA
"13104","XB",2002,"Simulation","Phantagram",0.05,74,"T","Genki","Phantom Crash",0.03,0.01,0.01,0,23,8.3,14
"13105","PS2",2001,"Sports","Tecmo Koei",0.05,58,"E","Cave","Yanya Caballista: City Skater",0.02,0.02,0,0.01,13,6.3,7
"13106","PS",1999,"Action","Infogrames",0.05,NA,NA,NA,"Expendable",0.03,0.02,0,0,NA,NA,NA
"13107","DS",2005,"Adventure","Activision",0.05,NA,NA,NA,"SeaWorld Adventure Parks: Shamu's Deep Sea Adventure",0.05,0,0,0,NA,NA,NA
"13108","PS3",2011,"Misc","Namco Bandai Games",0.05,NA,NA,NA,"The Idolmaster: Gravure For You! Vol. 2",0,0,0.05,0,NA,NA,NA
"13109","PS",2000,"Racing","The Learning Company",0.05,NA,NA,NA,"Arthur! Ready to Race",0.03,0.02,0,0,NA,NA,NA
"13110","PS",1998,"Shooter","TechnoSoft",0.05,NA,NA,NA,"Thunder Force V: Perfect System",0.03,0.02,0,0,NA,NA,NA
"13111","DC",2000,"Shooter","Sega",0.05,83,"M","Smilebit","The Typing of the Dead",0,0,0.05,0,12,7.8,12
"13112","PS4",2016,"Misc","Aqua Plus",0.05,NA,NA,NA,"Utawarerumono: Futari no Hakuoro",0,0,0.05,0,NA,NA,NA
"13113","Wii",2010,"Adventure","Atari",0.05,NA,NA,NA,"Sam & Max: Beyond Time and Space",0.05,0,0,0,NA,NA,NA
"13114","DS",2009,"Adventure","Namco Bandai Games",0.05,NA,NA,NA,"The Idolm@ster: Dearly Stars",0,0,0.05,0,NA,NA,NA
"13115","PSV",2015,"Action","Aksys Games",0.05,NA,NA,NA,"Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate",0.01,0,0.04,0,NA,NA,NA
"13116","PSP",2006,"Platform","Activision",0.05,58,"E","Amaze Entertainment","Over the Hedge: Hammy Goes Nuts!",0.05,0,0,0,7,NA,NA
"13117","XOne",2016,"Sports","MLB.com",0.05,NA,NA,NA,"R.B.I. Baseball 2016",0.05,0,0,0.01,NA,NA,NA
"13118","PSP",2012,"Action","Namco Bandai Games",0.05,NA,NA,NA,"Bakemonogatari Portable",0,0,0.05,0,NA,NA,NA
"13119","Wii",2007,"Misc","Atari",0.05,26,"E","Atomic Planet Entertainment","Jenga World Tour",0.05,0,0,0,14,2.8,11
"13120","DS",2007,"Puzzle","Eidos Interactive",0.05,73,"E","Game Sauce","Prism: Light the Way",0.05,0,0,0,21,NA,NA
"13121","DS",2006,"Action","From Software",0.05,37,"T","From Software","Tenchu: Dark Secret",0.03,0,0.01,0,10,5.1,7
"13122","DS",2006,"Misc","Nintendo",0.05,NA,NA,NA,"Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku",0,0,0.05,0,NA,NA,NA
"13123","GC",2003,"Misc","TDK Mediactive",0.05,40,"E","Mass Media","Shrek Super Party",0.04,0.01,0,0,6,7.3,7
"13124","GC",2003,"Racing","Ubisoft",0.05,49,"E","Ubisoft","Monster 4x4: Masters of Metal",0.04,0.01,0,0,11,NA,NA
"13125","PS",1998,"Racing","Jaleco",0.05,NA,NA,NA,"Bakusou Kyoudai Let's & Go!! Eternal Wings",0,0,0.05,0,NA,NA,NA
"13126","DS",2009,"Misc","Ubisoft",0.05,NA,"E","Ubisoft","Imagine: Artist",0.05,0,0,0,NA,NA,NA
"13127","DS",2006,"Sports","Take-Two Interactive",0.05,51,"E","Indie Built","Top Spin 2",0.05,0,0,0,8,NA,NA
"13128","DS",2007,"Action","Namco Bandai Games",0.05,NA,NA,NA,"Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2",0,0,0.05,0,NA,NA,NA
"13129","N64",1999,"Sports","Konami Digital Entertainment",0.05,NA,NA,NA,"NHL Blades of Steel '99",0.05,0,0,0,NA,NA,NA
"13130","3DS",2015,"Action","Alchemist",0.05,NA,NA,NA,"Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land",0,0,0.05,0,NA,NA,NA
"13131","PSV",2014,"Role-Playing","Namco Bandai Games",0.05,NA,NA,NA,"Super Heroine Chronicle",0,0,0.05,0,NA,NA,NA
"13132","GC",2004,"Adventure","Codemasters",0.05,77,"T","Free Radical Design","Second Sight",0.04,0.01,0,0,34,8.5,13
"13133","PS",1995,"Shooter","Sony Computer Entertainment",0.05,NA,NA,NA,"Philosoma",0.03,0.02,0,0,NA,NA,NA
"13134","SAT",1995,"Misc","Sega",0.05,NA,NA,NA,"Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield",0,0,0.05,0,NA,NA,NA
"13135","GBA",2001,"Puzzle","Sega",0.05,84,"E","Sonic Team","Puyo Pop",0.04,0.01,0,0,14,NA,NA
"13136","PSP",2010,"Adventure","ASCII Media Works",0.05,NA,NA,NA,"Marriage Royale: Prism Story",0,0,0.05,0,NA,NA,NA
"13137","PS2",2006,"Action","Acquire",0.05,NA,NA,NA,"Kamiwaza",0,0,0.05,0,NA,NA,NA
"13138","WiiU",2013,"Shooter","Activision",0.05,NA,"E10+","Behaviour Interactive","SpongeBob SquarePants: Plankton's Robotic Revenge",0,0.05,0,0,NA,6.2,18
"13139","X360",2011,"Fighting","PQube",0.05,68,"T","Examu","Arcana Heart 3",0,0.02,0.02,0,13,NA,NA
"13140","GC",2002,"Fighting","Konami Digital Entertainment",0.05,60,"T","Konami","Rave Master",0,0,0.05,0,15,6.3,4
"13141","PC",2008,"Puzzle","PopCap Games",0.05,78,"E","PopCap","Bejeweled Twist",0.01,0.04,0,0.01,12,7.3,11
"13142","PS2",2006,"Fighting","Konami Digital Entertainment",0.05,NA,NA,NA,"Kinnikuman Muscle Grand Prix Max",0,0,0.05,0,NA,NA,NA
"13143","DS",2008,"Racing","Valcon Games",0.05,NA,"E","Kuju Entertainment","Suzuki Super-Bikes II: Riding Challenge",0.05,0,0,0,NA,NA,NA
"13144","DS",NA,"Racing","Codemasters",0.05,79,"E","Firebrand Games","GRID",0.04,0,0,0,19,8.1,15
"13145","PS4",2015,"Adventure","PQube",0.05,81,"M","5pb","Steins;Gate 0",0,0,0.05,0,17,8.3,29
"13146","DS",2010,"Puzzle","Rising Star Games",0.05,69,"E","Prope","Ivy the Kiwi?",0.04,0,0,0,20,6.3,4
"13147","GBA",2003,"Action","TDK Mediactive",0.05,NA,NA,NA,"Jim Henson's Muppets in Spy Muppets: License to Croak",0.04,0.01,0,0,NA,NA,NA
"13148","PS2",2005,"Shooter","Electronic Arts",0.05,NA,NA,NA,"Medal of Honor: European Assault (weekly JP sales)",0,0,0.05,0,NA,NA,NA
"13149","PS3",2008,"Misc","Gamecock",0.05,51,"T","Wideload Games Inc.","Hail to the Chimp",0.05,0,0,0,19,4.5,4
"13150","XB",2004,"Action","Acclaim Entertainment",0.05,64,"T","Acclaim Studios Cheltenham","Alias",0.04,0.01,0,0,37,6,4
"13151","Wii",2009,"Strategy","Namco Bandai Games",0.05,NA,NA,NA,"Super Robot Taisen Neo",0,0,0.05,0,NA,NA,NA
"13152","GC",2002,"Sports","Konami Digital Entertainment",0.05,62,"E","KCEO","ESPN International Winter Sports 2002",0.04,0.01,0,0,6,NA,NA
"13153","N64",1997,"Fighting","Hudson Soft",0.05,NA,NA,NA,"Dual Heroes",0.04,0.01,0,0,NA,NA,NA
"13154","N64",1999,"Fighting","Imagineer",0.05,NA,NA,NA,"Fighter Destiny 2",0.04,0.01,0,0,NA,NA,NA
"13155","N64",2000,"Role-Playing","Titus",0.05,NA,NA,NA,"Hercules: The Legendary Journeys",0.04,0.01,0,0,NA,NA,NA
"13156","N64",1998,"Platform","Infogrames",0.05,NA,NA,NA,"Chameleon Twist 2",0.04,0.01,0,0,NA,NA,NA
"13157","PS2",2006,"Racing","Sega",0.05,81,"E","Sumo Digital","OutRun 2006: Coast 2 Coast",0.02,0.01,0.01,0,42,8.8,17
"13158","N64",2000,"Platform","Virgin Interactive",0.05,NA,NA,NA,"Blues Brothers 2000",0.04,0.01,0,0,NA,NA,NA
"13159","DS",2011,"Role-Playing","Unknown",0.05,NA,NA,NA,"Metal Max 2 Reloaded",0,0,0.05,0,NA,NA,NA
"13160","DS",2012,"Puzzle","Rising Star Games",0.05,NA,"E","Rising Star Games","Jewel Master: Cradle of Persia",0,0.04,0,0.01,NA,NA,NA
"13161","N64",1999,"Sports","Ubisoft",0.05,NA,NA,NA,"All Star Tennis 99",0.04,0.01,0,0,NA,NA,NA
"13162","DS",2007,"Misc","Spike",0.05,NA,NA,NA,"Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen",0,0,0.05,0,NA,NA,NA
"13163","PS3",2009,"Sports","Tecmo Koei",0.05,NA,NA,NA,"Winning Post World",0,0,0.05,0,NA,NA,NA
"13164","PS2",2007,"Misc","Irem Software Engineering",0.05,NA,NA,NA,"PachiPara 14: Fuu to Kumo to Super Umi in Okinawa",0,0,0.05,0,NA,NA,NA
"13165","XB",2003,"Role-Playing","Mindscape",0.05,71,"M","Arkane Studios","Arx Fatalis",0.04,0.01,0,0,31,8.2,6
"13166","PSP",2011,"Misc","Sony Computer Entertainment",0.05,NA,NA,NA,"Mega Minis Volume 3",0,0.04,0,0.01,NA,NA,NA
"13167","SNES",1995,"Sports","Namco Bandai Games",0.05,NA,NA,NA,"Slam Dunk SD Heat Up!!",0,0,0.05,0,NA,NA,NA
"13168","DS",2010,"Adventure","O-Games",0.05,NA,NA,NA,"The Mysterious Case of Dr. Jekyll and Mr. Hyde",0.02,0.02,0,0,NA,NA,NA
"13169","PS",1999,"Action","ASC Games",0.05,NA,NA,NA,"Dead in the Water",0.03,0.02,0,0,NA,NA,NA
"13170","PS3",2013,"Sports","Tecmo Koei",0.05,NA,NA,NA,"Winning Post 7 2013",0,0,0.05,0,NA,NA,NA
"13171","PS3",2015,"Racing","Milestone S.r.l.",0.05,NA,NA,"Milestone S.r.l","Ride",0,0.03,0.01,0.01,NA,4.8,4
"13172","DS",2012,"Action","Namco Bandai Games",0.05,NA,NA,NA,"Detective Conan: Prelude from the Past",0,0,0.05,0,NA,NA,NA
"13173","GBA",2003,"Action","NewKidCo",0.05,NA,"E","Handheld Games","Dr. Seuss: Green Eggs and Ham",0.04,0.01,0,0,NA,9,21
"13174","X360",2012,"Misc","505 Games",0.05,77,"E10+","Zoe Mode","Zumba Fitness Core",0,0.05,0,0,6,6.7,6
"13175","PSV",2013,"Role-Playing","Nippon Ichi Software",0.05,NA,NA,NA,"Atelier Rorona: Alchemist of Arland",0,0,0.05,0,NA,NA,NA
"13176","DS",2006,"Fighting","Majesco Entertainment",0.05,60,"T","Arc System Works","Guilty Gear Dust Strikers",0.05,0,0,0,25,5.8,9
"13177","GC",2002,"Sports","THQ",0.05,68,"T","Radical Entertainment","Dark Summit",0.04,0.01,0,0,16,4.5,4
"13178","DS",2007,"Role-Playing","Electronic Arts",0.05,NA,NA,NA,"Orcs & Elves",0.05,0,0,0,NA,NA,NA
"13179","DS",2010,"Adventure","Namco Bandai Games",0.05,NA,NA,NA,"Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!",0,0,0.05,0,NA,NA,NA
"13180","GBA",2002,"Puzzle","Majesco Entertainment",0.05,70,"E","Iridon Interactive AB","Turbo Turtle Adventure",0.04,0.01,0,0,8,NA,NA
"13181","PS4",2015,"Action","Capcom",0.05,NA,NA,NA,"Sengoku Basara 4: Sumeragi",0,0,0.05,0,NA,NA,NA
"13182","DS",2010,"Racing","Ubisoft",0.05,NA,NA,NA,"TrackMania Turbo: Build to Race",0.02,0.02,0,0,NA,NA,NA
"13183","PSP",2006,"Adventure","Namco Bandai Games",0.05,NA,NA,NA,"Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases",0,0,0.05,0,NA,NA,NA
"13184","SNES",1994,"Misc","Vap",0.05,NA,NA,NA,"Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu",0,0,0.05,0,NA,NA,NA
"13185","PSV",2016,"Action","Namco Bandai Games",0.05,NA,NA,NA,"Kamen Rider: Battride War Genesis",0,0,0.05,0,NA,NA,NA
"13186","PSP",2010,"Adventure","5pb",0.05,NA,NA,NA,"Corpse Party: Blood Covered - Repeated Fear",0,0,0.05,0,NA,NA,NA
"13187","PC",2005,"Shooter","LucasArts",0.05,78,"T","LucasArts","Star Wars: Republic Commando",0,0.04,0,0.01,34,8.7,279
"13188","Wii",2009,"Racing","Nordic Games",0.05,NA,"E","Nordic Games Publishing","Kart Racer",0.03,0.01,0,0,NA,NA,NA
"13189","PS",1996,"Adventure","Psygnosis",0.05,NA,NA,NA,"Chronicles of the Sword",0.03,0.02,0,0,NA,NA,NA
"13190","GBA",2003,"Puzzle","Activision",0.05,75,"E","Mass Media","The Lost Vikings",0.04,0.01,0,0,16,9.1,15
"13191","SNES",1993,"Sports","Misawa",0.05,NA,NA,NA,"Keiba Eight Special",0,0,0.05,0,NA,NA,NA
"13192","PS2",2004,"Adventure","Tecmo Koei",0.05,NA,NA,NA,"Harukanaru Toki no Naka de 3",0,0,0.05,0,NA,NA,NA
"13193","GC",2005,"Platform","Global Star",0.05,58,"E10+","High Voltage Software","Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.",0.04,0.01,0,0,6,NA,NA
"13194","PC",2014,"Adventure","Focus Home Interactive",0.05,NA,NA,NA,"Sherlock Holmes: Crimes & Punishments",0,0.05,0,0,NA,NA,NA
"13195","PSP",2006,"Sports","Natsume",0.05,NA,"E","Natsume","Reel Fishing: The Great Outdoors",0.05,0,0,0,NA,NA,NA
"13196","3DS",2012,"Action","Level 5",0.05,NA,NA,NA,"Guild 01",0,0,0.05,0,NA,NA,NA
"13197","X360",NA,"Racing","Focus Home Interactive",0.05,46,NA,"Cyanide","Tour de France 2011",0,0.04,0,0.01,7,7.6,5
"13198","PSP",2010,"Adventure","ASCII Media Works",0.05,NA,NA,NA,"Durarara!! 3-way Standoff",0,0,0.05,0,NA,NA,NA
"13199","GBA",2005,"Action","Zoo Digital Publishing",0.05,73,"E10+","Krome Studios","Ty the Tasmanian Tiger 3: Night of the Quinkan",0.04,0.01,0,0,6,NA,NA
"13200","PS2",2006,"Adventure","Konami Digital Entertainment",0.05,NA,NA,NA,"Tokimeki Memorial Girl's Side 2nd Kiss",0,0,0.05,0,NA,NA,NA
"13201","PSP",2010,"Role-Playing","Spike",0.05,NA,NA,NA,"Fushigi no Dungeon: Fuurai no Shiren 3 Portable",0,0,0.05,0,NA,NA,NA
"13202","PS2",2007,"Fighting","Sega",0.05,NA,NA,NA,"Hokuto no Ken",0,0,0.05,0,NA,NA,NA
"13203","PC",2009,"Strategy","PopCap Games",0.05,87,"E10+","PopCap","Plants vs. Zombies",0,0.04,0,0.01,41,8.9,891
"13204","DS",2006,"Misc","Konami Digital Entertainment",0.05,NA,NA,NA,"Yu-Gi-Oh! GX: Spirit Caller (Japan Sales)",0,0,0.05,0,NA,NA,NA
"13205","DS",2008,"Adventure","Deep Silver",0.05,71,"T","10tacle Studios, Fusionsphere Systems","Secret Files: Tunguska",0.04,0.01,0,0,6,7.6,5
"13206","DS",2008,"Platform","Ignition Entertainment",0.05,44,"E","Crave","George of the Jungle and the Search for the Secret",0.05,0,0,0,4,NA,NA
"13207","PS2",2001,"Platform","Midas Interactive Entertainment",0.05,65,"T","Treasure","Stretch Panic",0.02,0.02,0,0.01,14,7.8,4
"13208","Wii",2009,"Simulation","505 Games",0.05,NA,"E","505 Games","Hotel for Dogs",0.04,0,0,0,NA,NA,NA
"13209","PC",2007,"Simulation","Microsoft Game Studios",0.05,NA,NA,NA,"Microsoft Flight Simulator X Acceleration Expansion Pack",0,0.04,0,0.01,NA,NA,NA
"13210","3DS",2013,"Role-Playing","Square Enix",0.05,NA,NA,NA,"Chousoku Henkei Gyrozetter: Albatross no Tsubasa",0,0,0.05,0,NA,NA,NA
"13211","PSP",2009,"Role-Playing","Idea Factory",0.05,NA,"T","Neverland, Idea Factory","Blazing Souls: Accelate",0.04,0,0.01,0,NA,7.8,17
"13212","PSP",2006,"Puzzle","D3Publisher",0.05,74,"E","Now Production","PQ2: Practical Intelligence Quotient",0.04,0,0,0,19,7.8,6
"13213","SAT",1995,"Puzzle","Sega",0.05,NA,NA,NA,"Baku Baku",0,0,0.05,0,NA,NA,NA
"13214","PS4",2015,"Role-Playing","Namco Bandai Games",0.05,NA,NA,NA,"Sword Art Online: Game Director's Edition",0,0,0.05,0,NA,NA,NA
"13215","PS",1996,"Shooter","Namco Bandai Games",0.05,NA,NA,NA,"SD Gundam: Over Galaxian",0,0,0.05,0,NA,NA,NA
"13216","3DS",2016,"Action","Nintendo",0.05,64,"T","Next Level Games, Nintendo","Metroid Prime: Federation Force",0.02,0.01,0.01,0,56,5.1,219
"13217","GC",2003,"Action","Kemco",0.05,65,"M","Bits Studios","Rogue Ops",0.04,0.01,0,0,21,NA,NA
"13218","DS",2008,"Misc","UFO Interactive",0.05,NA,NA,NA,"Smart Kid's Party Fun Pak",0.05,0,0,0,NA,NA,NA
"13219","Wii",2009,"Misc","Zoo Games",0.05,NA,"E","Zoo Games","Dream Salon",0.05,0,0,0,NA,NA,NA
"13220","PS2",2000,"Simulation","Konami Digital Entertainment",0.05,NA,NA,NA,"BeatMania IIDX 3rd Style",0,0,0.05,0,NA,NA,NA
"13221","PS3",2014,"Role-Playing","Nippon Ichi Software",0.05,NA,"M","Kadokawa","Natural Doctrine",0.03,0.01,0.01,0.01,NA,8.1,17
"13222","PC",2009,"Racing","Codemasters",0.05,89,"T","Codemasters","DiRT 2",0,0.04,0,0.01,22,8.2,352
"13223","PC",2013,"Shooter","505 Games",0.05,79,"M","Overkill Software","Payday 2",0.04,0,0,0.01,51,3.4,3558
"13224","PS2",2006,"Racing","Global Star",0.05,48,"E","Eutechnyx","Hummer Badlands",0.02,0.02,0,0.01,4,NA,NA
"13225","PS2",2001,"Platform","DreamCatcher Interactive",0.05,64,"E","EKO Software","Woody Woodpecker: Escape from Buzz Buzzard Park",0.02,0.02,0,0.01,5,7.4,5
"13226","XOne",2016,"Action","Activision",0.05,NA,NA,NA,"Ghostbusters (2016)",0.04,0,0,0.01,NA,NA,NA
"13227","PS2",2007,"Adventure","505 Games",0.05,NA,NA,NA,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",0,0,0.05,0,NA,NA,NA
"13228","Wii",2007,"Misc","Taito",0.05,43,"E10+","Taito Corporation, 505 Games","Furu Furu Park",0.05,0,0,0,16,4.8,5
"13229","PS4",2016,"Misc","Sega",0.05,78,"T","Sega","Hatsune Miku: Project Diva X",0.02,0,0.02,0,22,7.4,41
"13230","XB",2003,"Shooter","THQ",0.05,62,"T","Outrage Games","Alter Echo",0.04,0.01,0,0,24,NA,NA
"13231","DS",2008,"Misc","Benesse",0.05,NA,NA,NA,"Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore",0,0,0.05,0,NA,NA,NA
"13232","PS2",2001,"Simulation","Konami Digital Entertainment",0.05,NA,NA,NA,"BeatMania IIDX 4th Style: New Songs Collection",0,0,0.05,0,NA,NA,NA
"13233","3DS",2012,"Action","Genki",0.05,NA,NA,NA,"G1 Grand Prix",0,0,0.05,0,NA,NA,NA
"13234","PS4",2016,"Shooter","Capcom",0.05,NA,NA,NA,"Resident Evil 4 HD",0.04,0,0,0.01,NA,NA,NA
"13235","PSP",2007,"Platform","System 3 Arcade Software",0.05,NA,NA,NA,"Impossible Mission",0,0.04,0,0.01,NA,NA,NA
"13236","GBA",2004,"Action","Hip Interactive",0.05,40,"E","Saffire","Around the World in 80 Days",0.03,0.01,0,0,9,NA,NA
"13237","DS",2008,"Misc","Konami Digital Entertainment",0.05,NA,NA,NA,"Houkago Shounen",0,0,0.05,0,NA,NA,NA
"13238","DS",2011,"Puzzle","Atari",0.05,NA,"E","Playrix Entertainment","Fishdom",0.05,0,0,0,NA,NA,NA
"13239","PSP",2011,"Role-Playing","Nippon Ichi Software",0.05,NA,NA,NA,"Classic Dungeon X2",0,0,0.05,0,NA,NA,NA
"13240","GC",2002,"Sports","Vivendi Games",0.05,61,"E","Papaya Studios","Whirl Tour",0.04,0.01,0,0,10,9,4
"13241","GBA",2002,"Misc","Ignition Entertainment",0.05,NA,"E","Ignition Entertainment","Pinball Tycoon",0.03,0.01,0,0,NA,NA,NA
"13242","PC",2015,"Strategy","Kalypso Media",0.05,63,"T","Gaming Minds Studios","Grand Ages: Medieval",0,0.05,0,0,11,5.4,52
"13243","PS2",2011,"Sports","Take-Two Interactive",0.05,NA,"E","Visual Concepts","Major League Baseball 2K11",0.02,0.02,0,0.01,NA,NA,NA
"13244","GBA",2004,"Misc","Majesco Entertainment",0.05,52,"E","One Man Band","Cartoon Network Block Party",0.03,0.01,0,0,4,NA,NA
"13245","PS",2000,"Sports","Infogrames",0.05,48,"E","Carapace","Power Spike Pro Beach Volleyball",0.03,0.02,0,0,10,NA,NA
"13246","PS3",2010,"Adventure","Aqua Plus",0.05,NA,NA,NA,"White Album: Tsuzurareru Fuyu no Omoide",0,0,0.05,0,NA,NA,NA
"13247","DS",2008,"Adventure","Tecmo Koei",0.05,NA,NA,NA,"Harukanaru Toki no Naka de: Yumenoukihashi",0,0,0.05,0,NA,NA,NA
"13248","PS",1998,"Misc","Gainax Network Systems",0.05,NA,NA,NA,"Shinseiki Evangelion- Eva: Yukai na Nakama Tachi",0,0,0.05,0,NA,NA,NA
"13249","Wii",2006,"Strategy","Namco Bandai Games",0.05,NA,NA,NA,"SD Gundam: Scad Hammers",0,0,0.05,0,NA,NA,NA
"13250","DS",2008,"Simulation","Destineer",0.05,49,"E10+","Big John Games","Spitfire Heroes: Tales of the Royal Air Force",0.05,0,0,0,10,NA,NA
"13251","GBA",2001,"Puzzle","Ubisoft",0.05,77,"E","Taito Corporation","Super Bust-A-Move",0.03,0.01,0,0,9,NA,NA
"13252","PS4",2015,"Action","Deep Silver",0.05,64,"M","Volition Inc.","Saints Row: Gat out of Hell",0,0.04,0,0.01,45,5.7,98
"13253","GBA",2002,"Puzzle","Acclaim Entertainment",0.05,71,"E","PuzzleKings","ZooCube",0.03,0.01,0,0,11,NA,NA
"13254","PS2",2001,"Racing","Titus",0.05,49,"E","Team 17","Stunt GP",0.02,0.02,0,0.01,8,8.1,9
"13255","DS",2007,"Adventure","Konami Digital Entertainment",0.05,NA,NA,NA,"D.Gray-man: Kami no Shitotachi",0,0,0.05,0,NA,NA,NA
"13256","SAT",1996,"Shooter","Atlus",0.05,NA,NA,NA,"Strikers 1945",0,0,0.05,0,NA,NA,NA
"13257","DC",1999,"Sports","Sega",0.05,NA,NA,NA,"NBA 2K",0,0,0.05,0,NA,NA,NA
